text,label
"dateng2 udah robek bungkusnya & kertas kotor. udah wanti2 ke penjualnya pdhal biar ga kayak gini eh tetep aja begini, bingung??",1
Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,1
"bahannya halus, jahitan juga rapi...untuk harga segitu uda oke banget",2
maaf bintang nya cmn 2 casan nya gk bisa di pakai sudah saya coba berkali kali baru 20-30 mnt batok casan nya panas bgt klo di pake takut meledak untuk pngiriman dan respon oke,1
"Proses cepat, pengiriman cepat, packaging sangat aman, barang terjamin tdk ada bocor...",2
"sayang banget analog kanan sama tombol arah ngga berfungsi,alangkah baiknya di tes dulu sebelum kirim",1
sudah langganan beli mini gold disini ??,3
Tulisannya kayak kopian atau cetakan ulang,1
"Pengiriman lama banget...oder hr minggu baru dikirim kamis, setiap ditanya jawabnya masih proses...barang dikirim salah size dan warna..order 34�, merah yg dikirim 32�, hitam...parah koordinasi nya",0
mantul bosque,3
"Kurang tau karena apa, yg jelas sampai dirumah saya cek gorilla pod nya ternyata sudah ada yg pecah menjadikan kakinya gampang copot.",4
"Luarbiasaaa.. udh 2x beli di toko ini.. Penjualnya ngerti kebutuhan sy butuh Urgent, hari Minggu tetap dihandle pdhl hrsnya libur dan pake Sameday tp nyampenya ekspress dari JakSel - Bekasi... Puji Tuhan !!! Thanks so much Seller dan Kurir Sameday, Gbu ????????????",3
"Saya sangat kecewa beli di toko ini?? seenak sendiri menaikan harga, padahal sudah deal beli... ditambah lagi admin nya sangat tidak ramah???? official store kok pelayanan seperti tidak profesional. Sangat tidak direkomendasikan membeli di sini. Pasti kecewa.",4
"pengiriman cepat,respon penjual cepat.",2
"sedih kirang pensil alis, tolong lebih teliti lagi",4
semoga bisa ditingkatkan lagi QCnya. packing baik dengan bubblewrap jadi tidak mungkin patah dari pengiriman. sayang saya tidak ada video unboxing karena sebelumnya pernah beli dan sangat aman. mungkin saat jepit waktu packing posisinya tidak pas jadi ujungnya gompal.,4
Terima kasih barang sampai dan sesuai deskripsi,2
banyak halaman terulang. malu saya pas kasih hadiah.,4
"tidak bisa di register call center Dan team orbin tidak helpful, untuk sekedar minta info gerai orbin yang buka Dan no Telp suruh cari di google bukannya tidak mau Cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal Saya beli orbit call center Dan team orbin tidak helpful, untuk sekedar minta info gerai orbin yang buka Dan no Telp suruh cari di google bukannya tidak mau Cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal Saya beli orbit",4
"banyak baret, baterai low, padahal udah di ingatkan cek QC yaudahh ya, jualan yg laku asal kesohor",4
free canister ga dikirim.. payah kecewah dah males beli disini,1
"barang sudah sampai, nanti di update bintang, mau cek kondisi barang dulu",2
"sablonnya pudar dan tipis bahannya tipis,but worth it for the price",2
Bahannya tebal. Bahannya lembut. Warnanya cantik ??. anti slip. Ukuran sesuai.,3
pengiriman super duper lamaaaa!!! not recommended.,1
"maaf saya kasih bintang 1. karena paketnya tidak sampai ke saya langsung. sempat nyasar ke tempat lain karena penerimanya sama dengan nama saya untungnya penerimanya langsung menghubungi saya. tapi pas saya ambil ternyata isi nya cuma 1 box sesuai foto padahal saya pesan 3 box. si penerima mengaku tidak mengambil 2 box sisanya. alamat bisa tidak sampai ke saya karena label alamatnya tidak dibungkus pakai lakban kertas bening jadinya berdebu, kena air bisa pudar kan.",1
Barangnya ringkih bgt. Saya baru pake udh penyok. Pdhl saya pake untuk mesin cuci 7 kg. Maap.,4
Kulit jadi cerah. Cepat meresap. Cocok di kulit kombinasi. Cocok di kulit berminyak. Kemasannya lucu ??. Penjualnya ramah banget. Cocok di kulit normal. Proses pesanan cepat. Cocok di kulit kering. Respon penjualnya top. Cocok di kulit berminyak. Packaging rapi. Packaging aman ??.,3
gak sesuai dengan gambar promo. contoh nya di gbar promo ada 3 pcs warna yg berbeda trus pas datang barang kok ke 3 nya semua warnanya sama semua,1
"diterima dalam keadaan dus terbuka... biasanya dus nya rapih tebel di packing bagus... sekarang diterima dalam keadaan dus kebuka sobek dan penyok dapet bonus tp lecek kelipet karna packing ga niat di untel2 sama barang nya, kaya ga niat ngasih... jd ga berguna bonus nya padahal bagus",0
aromanya kurang enak dan terlalu menyengat,4
parah pake banget..kalengnya aja udh gimana bentuknya..peyot super parah..tolong packing lbh di perhatikan..!!! mengecewakan,4
"kecewa sekali tidak sesuai descripsi, ukuran 90 yard, boong banget, sangat tipis sekali.",4
"Wow designnya bagus banget! ?????? pengiriman cepat, kualitas bagussss banget! Bisa di scan juga dan ini beneran mirip kartu uno asli ?? mudah2an ga ketukar ya ?? kayaknya bakal repeat order pakai design lain deh ???? thanks seller!",3
"terbaik sihhh iniii.. pesanan ny superr cpt sampe nya.. d proses ny cpt bgtttt.. br psen hr itu, bsk ny ud sampe lagi ?? pengemasan amann bgt juga ya.. ???? thx seller & kurir ????",3
barangny persis di gambar sesuai dg pesanan,2
bahan adem pengiriman lumayan cepat,2
alhamdulillah barang dtg dlam keadaan aman tidak pecah,2
bahannya enak bagus dan nyaman,2
"Adminnya lambat. Barang juga tidak sampai di tangan saya setelah menunggu hampir 3 minggu. Padahal saya ada transaksi dari beberapa toko di hari yang sama dan semuanya sudah sampai maksimal 3 hari setelah saya pesan.Dari pihak kurir katanya udah sampai dan diterima keluarga dekat, padahal nama penerimanya aja ga kenal.Terus komplain ke toped, baru direspon setelah hampir 2 mggu dan akhirnya diputuskan dari pihak toped untuk direfund.",0
"beli 2, 1 tidak bisa. Wong rusak bilangnya sudah dicek tapi kok ga bisa ya",4
"pengiriman cepat, barang bagus semoga awet",2
packing rapi.barang sesuai produk.fast respon chat.pesanan 24jam sampai.top markotop,2
"terbaik sihhh iniii.. pesanan ny superr cpt sampe nya.. d proses ny cpt bgtttt.. br psen hr itu, bsk ny ud sampe lagi ?? pengemasan amann bgt juga ya.. ???? thx seller & kurir ????",3
"thank you utk saran2nya anabul ku kebantu banget sama produk ini, bakal repurchase lg nih",3
Tidak suka dengan respon yg tidak bagus banget,0
"pembelian pertama, pelayanan terburuk. respon lama, kirim lama",0
Di aplikasinya gak bisa kelihatan kalo pintu lagi ke buka atau enggak.Tapi automationnya lumayan lengkapnlah,2
ga ada gunanya atc ini tetap ga dikasi bubble..bikin rugi aja..,0
"utk pencil alis nya yg matic sampai di tempat patah, free kaca ny pecah",4
Fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya,4
jelek bgt bikin kecewa ?? ??,0
Mantap keren. Cuma harus colok listrik kalau mau pakai fitur always-on. Kalau pake batre (AAA 3biji) harus dipencet dulu baru nyala,2
kualitas main amat buruk.,0
"Pelayanan buruk, pengiriman lama dan respon yang lama. Jangan beli barang disini kalo ga mau kecewa. Cukup sekali ini aja",1
"Saya kecewa dengan kualitas barangnya. Kualitas stainles steelnya sih oke, tapi batang yang ada penyangga yang bagian bawah panjangnya kurang tidak bisa disambung. Kualitas mur rendah mudah bengkok dan patah. Alhasil jemuran saya tidak dapat dirakit",4
Bagus banget kertasnya dan sesuai deskripsi,3
Tidak mengkilap dan cepat hilang,1
"kabel jack nya sangat tidak bagus. saya colok ke mic nya tidak terbaca, saya coba colok ke speaker harus di teken biar nyala suara. untuk mic nya bagus tapi saya harus pake jack yang lain.",4
"Packing berantakan, sungguh mengecewakan",4
baru 3 hari udh ga ngegrip,1
"pengiriman lama sekali, diconfirm tdk dibalas pdhal online. Negative service..",0
saya tidak menerima produk sama sekali dari kurir dan kurir tidak menelfon saya kalo barang sudah diantarkan dan dititipkan di siapa karena saya belum menerima paket saya saya mengajukan komplain,1
BANYAKK RUSAKK DAN LECET NYAAAA !!!!,0
mantab????????Bahannya adem. Ukuran sesuai. Modelnya cantik ??. Warnanya cantik ??. Jahitan rapi. Tidak menerawang.,3
Bahannya adem Warnanya cantik ?? Tebalnya pas! Jahitan rapi,2
"review barang: kualitas bahannya cukup bagus, tapi gak empuk gmn jg sih, kalo duduk lama pantat pun masih terasa panas. review penjual: pesan sabtu siang, hr rabu dpnnya baru dikirim. pdhal butuh cepat buat yg lagi sakit ?? maaf ya gak bs kasih Bintang 5.",4
saya bru pakai 4 hari tp sdh berbulu dan kelipet2..,4
ukuran 6xl seperti ukuran M. saat digunakan kurang nyaman. Sempit banget Celana dalamnya terutama saat bergerak sambungan tengah yang dijahit juga kurang panjang jadi rasanya sempit banget,4
"lampu sudah di charge ga bisa menyala sama sekali padahal baru beli,saya KECEWA SEKALI!!!PENJUAL NO RESPON!!!!",0
Bagus dan rapi. Pengiriman juga cepat.,2
saya nanya baik ga niat komplain jg tp dijawabnya kok gini bgt sangat ga ramah sombong sekali,0
mantap pokoknya.,3
"cakep bet dah, mau duduk aja di kursi ini sampe ga mau berdiri lagi rasanya",3
Bagusssss bangeeettttt ????????????,3
beli 2 datangnya 1 barang gk sesuai foto ketajaman biasa yg jual goblok selamat makan uang haram,0
"Ini expiry date nya 2020? kok dijual. sayangnya aku ga ambil video unboxing nya. Soalnya yaa.. ga nyangka aja gitu. Judul tokonya official' store.. dan waktu check barcode, ga ada dong, ga keluar itemnya, beda dg produk satu lagi yg ke beli berbarengan.",1
Menggunakan bahan alami. Tidak memicu alergi. Tanpa bahan pengawet. Aman untuk bayi ??.,2
"yg dikirim rusak, ajukan komplain tp gak jelas",0
Bagusssssssssssssssssss,3
"Kualitas barang bagus, harga relatif murah, kiriman super cepat, response penjual baik, recommended seller, bintang 5, terima kasih yah, semoga SUKSES usaha-nya, aamiin ??????.",2
Baru dipake 6x charger indikator udh ga nyala. Udh ga bisa dipake. Gimana ini? Sampe Sekarang belum ada tindakan nyata pengurusan garansi 28/10,1
"pengiriman cepat, power banknya berfungsi baik, mudah 2 awet. mantap",2
"packaging kurang, bisa diperbaiki lagi karena parfum tumpah",1
"admin ditanya2 respon cpt dan ramah, barang cpt sampe,sampe dgn rapih.tata cara install lengkap dijelasin,sisanya dipandu.sangat sangat membantu dan baik adminnya,rekomended bgt. next pasti beli2 disini lg. puas bgt",3
"barangnya sampai dgn selamat. bonus 2 pic. pengirimannya aman. capo plastik motif kayu, bantalannya karet. semoga awet",2
"kameranya jelek banget, di deskripsi katanya bisa walkie talkie ternyata ga bs, response penjual sangat lambat, ga dapet sim card malah di ganti kaos kaki",0
jelek sekali packingnya...hand body saya pada tumpah...,0
"barangnya gak sesuai gambar, biasa aja, pantes hrg murah",1
"cakep.. beneran pas buat anak aq sesuai umur, next order lagee",3
Produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar. Produk sudah dites / dicoba dan dapat berfungsi baik.,2
"belinya 2 dikirim 1, kurang teliti dalam mengirim pesanan",1
"barang nya sampe dengan baik, tapi buku bukunya sangat mahal mungkin bisa di kurangin sedikit, saya suka banget dengan bukunya dan sepertinya saya aka beli buku lagi di sini terima kasih",3
"Kurmanya bagus, dagingnya empuk dan tebal. Mau coba pake buat bikin kue. Bakal langganan nih, semoga kualitas kurmanya bagus terus ya. Terima kasih seller!",2
"Produk berfungsi dengan baik, harga sesuai dan kualitas baik. Packing rapi banget dan proses pengiriman juga cepat, seller sangat responsif dan ramah, pesanan juga sesuai tidak kurang sedikitpun, semoga awet :) Terimakasih banyak :)",3
Ok nih seal tutup nya juga kuat pas di pencet2 utk keluarin angin dari kantong gak kebuka. Harga murah pula.,2
trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,4
Terima kasih Gan. Barang diterima aman dan berfungsi baik sesuai pesanan. Kondisi aman semua lampu menyala. Tambahan packing kardus dan bubble wrap ini sangat membantu.,2
rasanya kaya buav*ta. gk worth it,1
"Barang lecet, tidak bisa diganti karna saat unboxing tidak di video, pelajaran untuk yg mau beli disini.. kalo mau buka paketnya di videoin biar ga kaya saya dapet raket lecet",1
"Respon lambat pengiriman lambat , toop kapok bgt",1
"pengiriman cepat,packaging sangat aman.langsung dikasi member VIP. thanks abbot. jika bisa harga dtoko cabang disamakan dengan pusat.",2
asli bagus bgt,3
Ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna.,4
"Beli tanggal 6 agustus 2021, tp tanggal 13 September sdh error di bagian driving wheels. Akhirna ditanggal itu jg sya kirim T9 nya ke service centre di tangerang. 9 hari kemudian, T9 kembali di tgn sya, tp kemudian error lg di tanggal 23 September. Kali ini error di bagian sensor dmn deebot selalu bilang �ozmo pro is being installed. Please move to the non carpet area� pdhal ozmo pro tdk sedang di attach ke T9 nya. Dikarnakan hal ini, lampu pd deebot akhirna suka bergonta ganti jd biru putih biru putih. Dan semalaman itu voice report terus menerus bunyi seperti itu. Kalau dsuru bawa service lg, maap saja sya bakalan tdk mao berhubung ongkosna yg sgt mahal. Jd untuk sementara ya sya hanya bs matikan voice reportna dl aja biar ga terganggu. Overall, agak mengecewakan T9 ini. Dibandingkan T8 AIVI dan 950, T9 jauh tdk tahan banting. Baru pake sebulan tp sdh byk sekali errornya. Bener2 nyesel jg belinya~ Maaap cuma bs kasi bintang segene krn ktdkpuasan saya. Kl memang mao consider beli robot, beli baik beli T8 series aja. Lebi tahan banting soale~",0
Bahannya kurang kuat sehingga pada saat mau pasang ke quick mount malah patah mekanisme penguncinya,4
"mantap, barang cepat sampai dan murah",2
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",2
"Chatt, hampir Ga ada respond",0
bagus bagusss semua. warnanya menarik bikin anak senang liat2 gambarnya.,3
"Setelah 6 hari penantian, akhirnya tiba juga. Barang udah di cek, kondisi baterai aman, charger aman, all safe. Terima kasih",2
Baru dibuka ternyata Robek.,1
"penguncinya kurang 1 baris cuma muat 2 baris saja baris setelah gak ada penguncinya jadi gak kepake yng 1 baris,,sisanya, kardus padahal utuh,, kayaknya kurang lengkap pas nyiapkan kadung klik tetima,, mohon lain kali di cek teliti sebelum kirim",1
"mantap, terima kasih seller. order kemarin sore, 24 jam sudah tiba k daerah garut. barang sesuai deskripsi",2
"Sy pesan yg gold tengah,tp yg datang putih,barang gak sesuai,kecewa",4
Chat gk pernah di balas tidak recommend untuk beli,1
Packingnya rapi banget dan wrapnya tebal. Produk original. Dikasih bonus air diffuser. Thank you,3
pesan 3 dateng 1,1
Barang mantap,3
packing nya jelek. casing nya penyok�...kualitas jg kurang...bbrp tidak pas ditempat nya,0
"Ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",0
pengiriman lama banget parah,0
"mantap bgt.....aroma rasa bkn sekedar isu...mantul dn mempesona,rasa pas di lidah dn irit d kantong,makasih gan.",3
trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,4
"Modelnya keren, luarnya tebal, tapi dalemannya cukup tipis entah akan lama atau tidak bertahannya",2
"saya sarankan jangan transaksi sama toko ini, pesanan saya sampai saat ini belum dikirim... selalu bohong klo ditanya...",1
"Harga bersaing, barang sesuai pesanan. Saya nambah extra packing kardus dan bubble wrap supaya barang aman dan benar sampai dengan selamat alhamdulillaah.. Saya sengaja beli dengan tujuan untuk mungut sampah puntung rokok dan saya tanyakan ke Seller apakah bisa, kemudian Seller menjawab bisa. Setelah sampai saya tes dan berhasil bisa untuk mungut sampah puntung rokok. Memakainya mudah, hanya saja lumayan juga ya ternyata beratnya kalo sudah lama megangnya pegel juga hehe.. Anyways, terima kasih ya Seller :)",3
Tidak ada outer box & fastener. Padahal sudah di note untuk dipastikan ke-5 komponen lengkap. Barang sudah banyak goresan & segel kertas sobek. Padahal rencana mau pesen banyak buat souvenir.,4
"full hd dan 2k hasil video nya masih noisy gak gitu jelas pun, ada harga ada rupa, overall masih acceptable di range harga ini.",2
Kendaraan menjadi kinclong kembali! Mantap!. Kendaraan menjadi kinclong kembali! Mantap!. Senang banget ada home servicenya!. Senang banget bisa di pasangin di bengkelnya.,3
pelayanan sangat memuaskan dan memberikan yang terbaik . penjual sangat responsif untuk menjelaskan kalau di tanyain,2
"Estimasi proses pesanan 2-3 hari? bung ini online platform. kalo ga siap cepet menuhin customer secara online, jualan offline aja. customer beli online buat dipake segera dan kalau ada delay/proses apalah itu, ditulis di deskripsi produk. ini customer nanya dulu baru diinfo. proses pemesanan 2-3 hari itu juga ga ada efeknya ke kemasan. cuma dibungkus bubble wrap tipissss. ga kebayang kalo customer ada yg apes barangnya dilempar2 jadi ancur isinya. dan jangan pernah janjiin ke customer barang akan dipickup/antar saat weekend. karena kalian aja libur sabtu&minggu.",1
ini kok ga ada di stand hanger pesanan saya? buat apa saya tambahin biaya,0
Gk ada tambahan bublenya yg ada banyak koran nya.,1
"gimana bisa miring begitu? plus udh di wanti2 alamat kirim kantor tutup jam 5 terus libur akhir tahun. udh ditanya udh konfirmasi katanya bisa sblm jam 5 sampe pake sameday. ini nyampe nya jam 8 malem, gw nungguin di warkop depan kantor yg udh gelap. tolonglah kalo udh di notice gitu pilih sameday grab/gojek jgn pake anteraja yg transit sana transit sini. kalo emg ga bisa ga usah diiyakan pas nanya jam 5 sampe apa enggak. kecewa",1
barang gak sesuai..order warna hitam polos yg dtg malah motif,1
selang nya bolong ada 2 titik. harusnya sebelum kirim di cek dulu.,1
Packagingnya rapi dan aman. Harganya ok dan bagus sesuai dekripsi.,2
udah kesobek makanan kucing nya alot,1
"mantap, sesuai pesanan, pengantaran cepatProduk sesuai deskripsi??.",2
Tidak suka dengan respon yg tidak bagus banget,0
bakal langganan packing amaannnnnnn ??,3
sangat kecewa...karrna keterNgannya 400 lembar...,4
"bukunya original, bagus tidak ada cacat. Sayangnya saja respon dari penjual lama sekali, bahkan tdk di respon.",4
"Airnya segar dan tekanannya pas. Foto sesuai barang. Worth it banget 60ribu, memang layak jadi no 1 terlaris",3
"barang sesuai , pengiriman cepat , makasih ??",2
"produknya ok sangat bermanfaat utk mrnjaga dan merawat kebersihan anabul, sudah langganan beli .. terimakasih seller",2
barang telah sampai.. semoga awet.. terima kasih,2
"pengiriman cepat, harga murah. bahan sesuai harga",2
"Recomended pelayanan memuaskan, respon & pengiriman cepat",3
Sesuai order. Modelnya bagus dan nyaman. Cepat dan aman,2
Mantapppp.Build qualitynya josss Pertahankan,3
"di chat minta pengiriman instan, jawabanya menyanggupi, tp setelah di bayar, ngga di kirim2. kalo overload knp nyanggupin. kacau nih bikin kapok.",0
"sdh 2 tahun berlangganan memakai cat sablon ini..hasil ajib,seller nya juga ajib",3
barang sangat jelek .. tipis.. kaku .. tidak elastis .. tidak sesuai dengan harganya .. saya sangat kecewa berat .. jangan sampai beli ini disini lagi ..,4
Menggunakan bahan alami. Aman buat kulit bayi. Nggak lengket. Nggak memicu alergi. Melembabkan kulit bayi. Tanpa bahan pengawet. Packaging rapi. Packaging aman ??. Respon penjualnya top. Proses pesanan cepat. Penjualnya ramah bange,2
"Proses cepat, pengiriman cepat, packaging sangat aman, barang terjamin tdk ada bocor...",2
talinya ud putus kok dimasukin lagi ??,0
Selangnya longar untuk pianika yamaha original. Jadinya gak bisa dipake.,4
"di chat minta pengiriman instan, jawabanya menyanggupi, tp setelah di bayar, ngga di kirim2. kalo overload knp nyanggupin. kacau nih bikin kapok.",0
"sangat amat kecewa beli baju dewasa yg dtng ukuran anak SD , moga berkah tuh duit",4
Barang tidak dapat di operasikan .. sudah menghubungi customer service belom ada response,0
"Kecewa sekali dengan kualitas botolnya, baru 2x semprot langsung copot seperti itu. Terpaksa saya pindahkan isinya ke botol eceran. Sayang sekali padahal wanginya enak.",4
tidak sesuai pesanan ...barang yg kirim kurang... penjual asal paking saja tidak teliti,1
"beli 2 beda warna, tp sama sis nya dikirim warna yg sama. udah terlanjur dipack sama sis nya, diganti ovo lho ke saya.. padahal sy terima 2 barang. tanggung jawab sekalii. celana sesuai deskripsi.",2
Warna tidak sesuai yang diinfokan,4
"Barang cacat, sablonnya tidak rapih, sudah luntur ketika diterima",4
brg udah di terima.pesan ny masing2 1 pcs.tapi yg dtng malah doraemon semya.padahal udah di chat sebelumny.tlg sesuai orderan y..jawab adminny y.tapi dtngny malah lain,4
Mantap surantap,3
bangkai yg ada...sdh pd mati semuanyaaa,1
"sayang banget analog kanan sama tombol arah ngga berfungsi,alangkah baiknya di tes dulu sebelum kirim",1
sebentar pakai sudah patah. aku pikir besi ternyata plastik,4
"barang sampai ada yg pecah, bekas di tambal..",1
Cocok buat warm tone. Hasilnya awet. Cocok buat cool tone. Cocok di kulit kering. Cocok di kulit normal. Cocok di kulit kombinasi.,2
"sangat amat kecewa beli baju dewasa yg dtng ukuran anak SD , moga berkah tuh duit",4
pia nya gak dikirim,1
"bahan tebal, bagus, cepat sampai, terima kasih",2
"penjual ok, barang nya bagus, dan kurirnya pun juara. mantap deh. sukses terus ya kaaa",3
"Setelah pake masker nya kulit merasa alergi, ampe kemerahan lalu membengkak. Saya bingung harus gimana",4
udah kesobek makanan kucing nya alot,4
bagus banget,3
mesen apa yang dateng apa ngk jelas nih toko periksa lah invoice nya kalo mau dikirm tuh barang bikin kecewa aja,4
"tripodnya, terasa sturdy cukup ringan, tapi tanpa manual. seller fast response,",2
order ke dua dan mantab,3
"mantap, recommended seller",3
"wanginya segeerr, nyaman buat baby saya klo lagi bapil. packaging rapih, seller ramaah. thank you, sukses terus yaa",3
"Produk sgt biasa..jauh bgt bedanya sm foto dgn realnya..pknya resleting biasa, bahan kasar.",1
Barang mau dikirim pakai ekspedisi ke luar kota tapi tidak dibungkus plastik!!! Background basah akhirnya tidak bisa dipakai sama sekali.,0
barang sudah sampai tapi tidak sesuai sample,1
"udah pesen pke dus, gak ada dus nya. mending gak udah pke dus dah",0
gampang penyok,4
Desainnya mewah. Warnanya cantik ??. Ukuran sesuai. Nyaman dipakai ?. Produk sesuai dengan foto. Produk original. Packaging aman.,3
barangggggg okkkkk,2
barang mantapppp original robot. harga juga lumayannnn okeee,2
"respon cepat, pengiriman cepat, produk bagus. thanks!",2
"Baru 2 hari pemakaian, Kindle Paperwhite nya rusak. Penjual tidak mau di-return dan bantu klaim garansi. Sedih bangettt... ????????",4
proses konfirmasi lama.. chat gk di balas..,1
reoderrrrr,3
GA DIKASIH ADAPTOR GEPENG NYA. KETIPU SAYA,0
hati2 barang rusak di kirim,1
"barangnya ringkih, gampang patah. pengunci tidak paten. bahan kurang bagus. ya mungkin sesuai sama harganya, kliatan kaya diskon padahal harga normal untuk kualitas segitu, ini yg buat g bintang 1 lah.",4
Bocor rembes bagian atas . kalo dimiringin bisa abis,1
boros batre,4
Produk original ??. Bikin helm saya makin keren!. Jadi tambah rapih.,3
toko ini gimana mau pakai 5 9 di kasih 99 udah mau mati kali 99 jg bener jualan,1
Socket ujung kendor tidak ori,1
pembelian yg ini sy kecewa krn lampunya nggak nyala jg cetekan yg 100 tdk buny,4
Pesen putih yg sampai hitam. Giliran sy mau balikin boleh sih ditukar sm yg putih tapi ongkir mereka gak mau tanggung. Sama jg boong. Padahal jelas2 mereka blg kesalahan mmg pada mereka,0
Minta halus dikirim kasar....laen ngopi duli biar melek admin yg ngurusin orderan,0
"Kacamata kotor, seperti bekas atau stok lama, banyak kotoran ramatnya",0
gak bisa nyala.,4
"Diluar expektasi saya,, benar benar ukuran super mini, tidak ada bedanya dengan box, kontener yg di pasar, yg 3, tingkt, cma karena ada space, diatas ,itu saja kelebihanya, saya ukur lebarnya cuma sejengkal ,antar jempol ibu jari dan dan jari tengah ,,benar benar kecil.. dengan harg lumayan mahal..??????????????????",0
jelek banget .barang orderan ga sampai tapi di keterangan nya sdh keterima.jgn order disini..order barang ga sampe2.,1
Bahannya beda dari orderan yg warna coklat dan baru di pakai sekali langsung robek,4
bahan agak panas dn warnanya ga cocok,4
parah banget nih baju di cuci sekali langsung sablon nya ilangg rontok semua. . pArah jelek kualitas nya,0
mantaaappp biasanya langganan,3
Barang cacad. Banyak dent. Kabel usb & adapter gk jalan.,0
kurang bagus..kurang pas sama fotonya,4
"Bagus banget sisirnya, mudah2an awet",3
"barang sesuai, bagus dan cepat sampai",2
Mantap Tajam. Kualitas Produk Bagus. Produk Sesuai.,2
spray air tdk keluar embun,1
ternyata kainnya kasar bgt..dan.tidak.menyerap.keringat.,4
"Barangnya bagus, praktis dan harganya murah. Ga salah pilih produk dari Blueprint. Original merk. Respon penjual cepat dan ramah. Rrcommended",3
"Saya tulis dicatatan Hitam dan putih tapi yang dikirim hitam semua, apa gunanya catatan? lagian ini kaos kaki anak SD ga muat di kaki orang dewasa.",0
"Kualitas chargeran jelek bangettt, baru tiga Hari pakai sudah rusakk",0
puas barang cepat sampai dan sesuai yg di harapkan,2
"packaging kurang rapih, semua kemasan produk BOLT sobek.. sehingga ketika unboxing, isi makanan berantakan",0
"Produk sesuai deskripsi. pemasangan mudah, kualitas gambar bagus pakai aplikasi V380 pro",2
"Packing tdk ada, sudah tau pengiriman jauh tp tdk dilapisi pelindung. Sisi2 sudut barang rusak",4
barang dibilang ready. ga taunya ga dikirim..maen refund aja.,0
Warna yg dipilih kuning knp dikasih yg hijau?,0
barang bagus dan pengiriman cepat,2
"QC oh QC .. lensa dalamnya pecah katnya udah Cek QC, picking asal padahal udah nambah buble wrap. perbaiki pelayanan..!",0
"beli 2 buah, tapi hanya dikirim 1 dan dengan enaknya ngomong pengembalian dana. be careful, jangan2 memang tokonya sengaja ??",0
"sorry banget nih, namanya review kan harus jujur ya,agak kecewa sama warnanya aja, pesannya mustard yg dateng orange, kupikir salah kirim ternyata menurut penjualnya mustard kayak gitu warnanya, padahal klo pun salah kirim saya gak nuntut apa apa",4
"Diterima dalam keadaan packing terbuka dan terlihat sudah pecah. Komplain tapi harus kembaliin barang, malah ribet dan jadi repot sendiri.",0
barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..,1
keras gak ada rasa,0
"anak saya dari lahir sampai skrg setia pakai ini, suka sekali.",3
Ngaco banget pesen mouse tapi gak lengkap. Gak ada penutup batre sama bluetoothnya,0
"ikat pinggangnya sendiri sih baiklah. yang masalah kepala ikat pinggangnya. Yang saya terima dibeberapa bagian cat mengelupas. Hal lain, setelah dipake, susah dilepas, ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat. Repot saat mau ganti pakaian.",4
"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",1
Koper penyok. Dari awal sdh pengen nambah bubble/dus soalnya pengiriman luar jabodetabek. Smoga jd evaluasi seller.,1
"Barangnya bagus bgt. Kokoh, sisirnya jg ga tajem, tombol kliknya juga praktis",3
mantaapp!????????,3
Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,0
"tidak ada lapisan pelindung sama sekali, entah itu plastik ataupun wraping. dus yg diterima dalam keadaan penyok, ember banyak lecet. pengiriman sangat lama dari hari minggu sampe nya hari Rabu, padahal masih sama Jakarta. padahal beli nya di toko official resmi. lebih bagus beli di toko yg biasa. sebelumnya saya beli ditoko yg biasa buat hadiah 1 hari sampe, harga lebih murah packing bagus. ini toko resmi malah hancur, mana buat hadiah lagi. tutup aja tokonya...????????",0
Barang tidak sesuai dengan warna. Saya mesan hitam di kasih warna brown. Pengiriman lama. Tp barang bagus,1
makasihhhhhhhhhhhhhhhhhhhhhhhhhh,3
"Klik Klaim Hadiah 0 rupiah dari Tokopedia tapi malah tidak di kirim sampai satu minggu. Padahal stok masih ada sangat jelas masih tersedia di bar ijo. Dicek sedang dikirim dan ada nomor resi, tapi tidak valid. Entah yang salah di seller atau ekspedisi. Mengecewakan pelanggan baru yang baru gabung di Tokopedia. Semoga kedepannya tidak terjadi lagi.",1
