text,label
"Barangnya tidak sesuai gambar, biasa saja, pantas harga murah",1
"Tokonya tidak sportif, tidak kooperatif, pengalaman buruk belanja di toko ini barang cacat diajukan keluhan tapi tidak bertanggung jawab di chat lewat Tokped ataupun WA tapi tanggapannya muter-muter doang kebanyakan basa-basi padahal tidak mau bertanggung jawab, lu makan tuh uang ***** buat **** istri lu hati-hati dengan toko ini",0
"Barang tidak ada, komplain tidak direspon... pelajaran buat yang beli di sini cek hati-hati saat datang",1
"Mentang-mentang beli 1 buat ngepasin uang kenapa dikasihnya dalam kondisi bekas ya? Tidak ada perekat sama sekali dan ada bekas lekukan juga. Iya murah, cuma harus profesional dong jualannya",1
"Jelek sekali mic-nya, tidak nyala. Kabel cuma 50 cm. Akhirnya cuma dipakai bando-nya doang dan mic pakai lavalier yang ada",0
"Kecewa!",0
"Jangan lupa guys, diorder toko ini",3
"Barangnya robek dan penyok-penyok, di chat ke penjualnya malah bilang wajar karena produksi massal. Terus tulisannya pakai capslock semua tanpa bilang maaf karena produksi massal ini malah kebablasan capslock. Kan sebelum dikirim harusnya dicek dulu. Mana posisinya kebalik yang bagian dalam di luar, ngebaliknya kan susah kaku",0
"Barang sampah, kecewa belanja di sini, Modbo rusak kok dikirim",0
"Saya pesan 18 kg yang bentuk ikan, dikirim yang donat, kucing pada mencret",1
"Di chat minta pengiriman instan, jawabannya menyanggupi, tapi setelah dibayar, tidak dikirim-kirim. Kalau overload kenapa menyanggupi? Kacau nih bikin kapok",0
"After sales-nya parah, penjual tidak baca chat dan tidak balas lagi, janji tinggal janji",1
"Lama sampainya",0
"Produk yang dikirim berbeda dengan foto yang tertera",1
"Pesan 2 lapis, dikasih selapis, untung saja visornya aman, amsyong",0
"Barang sampai tepat waktu, aman dan rapih, mantap gan, dapat bonus lagi, yang terbaik pokoknya, kalian wajib belanja di olshop ini bos, terima kasih barangnya",3
"Barang tidak datang, ini penipuan",1
"Pesan 3 yang sampai 2. Semoga berkah deh yang curangin",0
"Baunya mengganggu",0
"Cuco meong pokoknya",3
"Sudah beli banyak ada 1 yang rusak mau tukar tidak bisa pakai belibet aturan, capek deh",0
"Penjual tidak jujur dan pengiriman super lama padahal pesan Gojek Instant. Di hari pemesanan diinfo kalau ada suara MARHABA/HELLO karena ketekan, padahal seumur-umur beli Apple tidak pernah ada kasus bisa ketekan kalau belum dibuka. Sudah bilang juga kalau saya tidak mau barang yang ini karena menurut saya aneh, katanya belum dibuka tapi mana bisa ada suara tiba-tiba muncul? Dari factory-nya masa? Eh hari itu tidak kunjung dikirim tapi bilangnya sudah dikirim, nyatanya ditunggu sampai baterainya habis, baru dikirim keesokan harinya?? Dipikir saya tidak pernah beli barang Apple kayaknya, barang baru Apple itu selalu dikasih baterai minimal banget 20% dari full. Ini tidak bisa nyala sama sekali. Hehe mau bohongin saya ya. Sudah cukup beli sekali saja di sini",1
"Bahannya plastik bagus banget, memang yang terbaik kualitasnya, terus warnanya lucu",3
"Saran buat toko, kalau bisa pengirimannya jangan lewat Antaraja. Kalau bisa disarankan pengirimannya lewat yang lain saja",1
"Ujungnya bompel mungkin kebentur pas ekspedisi. Saran: packaging seharusnya yang lebih aman untuk barang mudah pecah",1
"Produk sesuai deskripsi, packing rapih. Benar-benar fast charging! Terima kasih Baseus!",3
"Pengiriman lama, barang sesuai harga, tolong QC-nya lebih diperbaiki, ada bolong-bolong bekas jarum di jahitannya, ada garis putih di kerudung abu yang lebih kelihatan",0
"Jangan beli di sini. Penjualnya slow response ketika ada masalah produk. Saya beli helm tidak dicek QC terlebih dahulu sebelum dikirim. Helm ada lecetnya. Beli goggle OSBE kacanya baret-baret halus semua. Masuk pusat resolusi juga tidak kooperatif. Selalu cek CCTV yang tidak jelas kapan ceknya dan apa yang dicek. Barang akhirnya diretur. Setelah sampai tidak direspon-respon lagi. Jadi mending lebih baik batal di mana solusi awal saya adalah retur refund dan di sini tidak ada itikad baik seller. Sudah lapor CS pun CS terpaku sistem dan pas sudah koar-koar baru tuh CS hubungin seller. CS Toped empatinya pun masih buruk. Kalau sekelas selebgram cepat ditanganin. Giliran user biasa alasannya sistem. Beberapa jam menuju transaksi mau batal baru dibatalin ini seller",1
"Barang mau dikirim pakai ekspedisi ke luar kota tapi tidak dibungkus plastik! Background basah akhirnya tidak bisa dipakai sama sekali",0
"Bau makanan tidak nyaman, dan rasa tidak enak",0
"Pengiriman lama, barangnya cacat tolong diperbaiki layanannya!",0
"Packing tidak rapih, balon foil kusut, tidak dilipat, hanya dikuntal-kuntal dimasukkan ke dalam plastik, kalau yang size kecil masih oke, tapi yang size besar jadi pada lecek dan kusut, padahal dari awal chat saya sudah bilang buat dijual lagi, kalau sudah lecek begini tidak mungkin saya kasih ke orang",0
"Pedasnya berlebihan, dibanding isinya yang sedikit. Yang tidak kuat pedas berlebihan tidak direkomendasikan",1
"Tokonya sombong, barang rusak minta dibebankan ke konsumen, tidak usah jadi penjual kalau bubble dibebankan ke pembeli",0
"Menyesal beli, tidak terang",1
"Bintang 1 karena prosesnya yang lambat bukan karena barangnya, pesan Kamis pakai pengiriman 1 hari, barang datang Minggu siang, bukan kesalahan kurir, status on prosesnya dari Kamis sampai ke Sabtu malam baru sampai di kurir, tanpa info apapun dari seller, saya sudah baca kebijakan terlambat COVID toleransi 1 hari, tapi ini dari Kamis sampai ke Minggu berapa hari ya?",0
"Kemasan hancur, pecah berantakan, tidak jadi kepakai, semoga kedepannya lebih safety lagi packingnya",1
"Sudah 4 kali belanja tapi yang ini sangat kecewa sekali",0
"Busyet, lama sekali sampai barangnya, padahal sudah 2 kali order",0
"Mantap sesuai pesanan, bakonya benar-benar mentol, respon cepat, pengiriman cepat",3
"Packing oke, bagus. Mohon perbaikan, stik bergetar terus tanpa henti, mesin agak sering hang mau ganti game. Mohon diperbaiki gan, selisih ongkir juga. Terima kasih",1
"Pokoknya top, bintang yang bicara",3
"Wow, keren sekali",3
"Paten, mantap, rapi, high quality, respon cepat, direkomendasikan sekali",3
"Alatnya sering mati sendiri kak",1
"Barang yang dikirim ternyata cacat produk, sisi yang satunya lepasan tidak ada ukuran/pengaitnya",1
"Sayang sekali analog kanan sama tombol arah tidak berfungsi, alangkah baiknya dites dulu sebelum kirim",1
"Jumlah barang yang dipesan dan barang yang sampai tidak sesuai",1
"Terbaik, sayang sekali emasnya gemoy",3
"Packaging tidak aman sekali, bubble wrap tipis alhasil kemasan barang agak penyok pas datang, terima kasih Tuhan barangnya aman. Ini official store seharusnya lebih baik lagi, fix min next duh",1
"Direkomendasikan penjual ini",3
"Terima kasih banyak gan, sukses selalu, pelayanan mantap, barang asli, sukses selalu untuk seller dan semoga bisa terus kasih harga dan pelayanan yang mantap",3
"Selangnya robek. Tasnya juga robek di sudut",1
"Pengiriman lama banget, kurirnya gagal pickup terus. Setrikanya ternyata besar dan lumayan berat, packingnya tipis cuma bubble wrap selapis. Kualitas setrikanya juga kurang menurutku, soalnya tidak terlalu panas jadi lama setrikanya",1
"Parah, pesan warna hitam atau biru dikirim kuning semua, buta warna apa sellernya? Sudah gitu lama banget diprosesnya",0
"Barang sampah ini tidak seharusnya dikirimkan ke alamat saya, akan tetapi di tong sampah. Sangat mengecewakan, admin tidak merespon sama sekali chat saya. Lihat barang yang dikirimkan, ada dead pixel, lalu layar monitornya kebalik. Sangat mengecewakan. Catatan buat teman-teman yang ingin beli, monitor ini tidak ada audio/speakernya, kualitas layar juga kurang baik. Jika ada rejeki lebih, belilah dengan merek yang bagus. Saya sangat menyesal belanja di sini",0
"Deskripsi dan gambar warna hitam tetapi barangnya yang sampai warna biru. Tidak sesuai banget. Dichat komplain jawabnya cuma terima kasih. Tidak niat jualan bos. Namanya orang jualan yang diutamakan harus kepuasan pelanggan. Kalau dikomplain jangan pura-pura oon/tidak tahu",0
"Diterima dalam keadaan packing terbuka dan terlihat sudah pecah. Komplain tapi harus kembaliin barang, malah ribet dan jadi repot sendiri",0
"Barangku kapan datang? Gua sudah lama menunggu, malas gua beli lagi",1
"Kenapa dibungkus bubble doang tanpa kardus? Saya kan juga bayar kardus + bubble sis",0
"Packing oke, sudah sering beli di sini, sip",3
"Pelayanan penjualnya jelek, slow respon banget",0
"Gercep banget adminnya nih, yang terbaik lah pokoknya",3
"Sudah pakai rutin 1 bulan tidak ada hasil, payah",0
"Toko langganan, karena pengiriman sangat cepat, terima kasih",3
"Plastik pecah jadi lembek sebagian",1
"Mantap sekali, aroma rasa bukan sekadar isu, mantul dan mempesona, rasa pas di lidah dan irit di kantong, terima kasih gan",3
"Respon cepat, barang sesuai pesanan. Tingkatkan kepercayaan dan kepuasan pelanggan. Direkomendasikan",3
"Barangnya tidak ada di kemasan",0
"Yang dikirim rusak, ajukan komplain tapi tidak jelas",0
"Salepnya dibikin dulu jadi lama baru sampai, beli tanggal 22 eh tanggal 28 baru sampai, untung salep doang, kalau obat mah keburu mati yang sakit, mending beli di toko obat deh",0
"Barangnya tidak dikirim sampai hari ini",1
"Jelek",0
"Pengemasan lambat banget, pengiriman lama sekali",0
"Barangnya tidak sesuai gambar, biasa saja, pantas harga murah",1
"Barang tidak datang. Proses refund memakan waktu lebih dari 1 bulan. Sama sekali tidak memuaskan",1
"Kulit jadi cerah. Cepat meresap. Cocok di kulit kombinasi. Cocok di kulit berminyak. Kemasannya lucu. Penjualnya ramah banget. Cocok di kulit normal. Proses pesanan cepat. Cocok di kulit kering. Respon penjualnya top. Cocok di kulit berminyak. Packaging rapi. Packaging aman",3
"Pengiriman lambat sekali, tidak pantas jadi official store",0
"Tidak reliable, walau dapatnya flash sale 69 ribu, tetap tidak worth, cuma sekadar charge yang ringan saja mungkin oke",1
"Kualitas produk sangat baik, produk original, harga produk sangat baik, kecepatan pengiriman sangat baik, respon penjual sangat baik",3
"Asli Samsung, pelayanan sangat baik",3
"Packing hanya bubble wrap, lain kali tambahkan kardus, komunikasikan pengiriman dengan jelas biar tidak repot, masa dikirim terpisah case-nya, mana tidak instan, dan tidak bisa dicancel",0
"Pengiriman super duper lama, tidak direkomendasikan",1
"Maaf tapi sablonnya benar-benar tidak layak",0
"Dikirim bornya kurang satu. Terus bukannya tinggal ngirim yang kurang, saya harus ngirim balik 1 kotak. Buang-buang ongkir. Sengaja dibikin repot",0
"Tertulis dapat hadiah, taunya bohong loh, tidak dapat apa-apa, bonusnya tidak datang",0
"Bagian saku kiri kemeja, nampak sobek, tidak dijahit, ada bolong, sehingga kami harus menjahit saku kemeja kiri ini. Semoga untuk pembeli berikutnya, cacat pada pakaian ini dapat diperbaiki atau tidak dijual kepada pembeli, jadi tidak mengulangi lagi kesalahan yang sama. Terima kasih atas waktu dan perhatiannya",1
"Jangan mau beli di sini, kemasannya jelek, barang sampai dalam keadaan pecah dan sellernya tidak mau tanggung jawab",1
"Kiyowo, suka banget sama koleksi BT21-nya. Terima kasih UBS, pengiriman cepat dan packing aman",3
"Buku yang saya pesan terdapat 16 halaman yang kosong. Bagaimana cara menukarkannya?",1
"Saya menyesal pakai yang same day, rugi dikirimnya lama",1
"Pengiriman lama sekali, sampai sudah beli di tempat lain baru datang, pengiriman lebih 1 bulan, kacau",0
"Barangnya mantap, berkualitas, kokoh, bergaransi, seller ramah, pokoknya mantap banget",3
"Pelayanan ramah, desain maksimal, hasil sesuai harapan, direkomendasikan",3
"Lain kali tolonglah dicek baik-baik sebelum dibungkus",1
"Pengiriman cepat dan packing sangat rapi walau hanya beli 1 item saja. Rekomendasi banget guys",3
"Maaf saya kasih bintang 1, di keterangan sudah jelas pilihan warna kuning rusa, pilihan warna lain jika tidak ada warna kuning warna hijau atau biru, tapi yang datang malah warna pink, kalau stok warna yang saya ingin tidak ada harusnya konfirmasi terlebih dahulu, tapi ini tidak, kecewa sih, karena anak saya cowok bukan cewek malah dikasih warna pink, lain kali sebelum dikirim coba dicek lagi",1
"Mengirim barang tidak sesuai pesanan, menyesalkan",0
"Mantap, jangan ragu-ragu, langsung saja booking, direkomendasikan",3
"Sellernya aneh, jawabnya apa, yang dilakuin apa, tidak sinkron, ribet",0
"Alamak, buset, packingnya kurang rapi, dibungkus plastik putih transparan saja, harusnya dibungkus plastik hitam saja biar rapih",0
"Keripik tempe pecah-pecah, packingnya kopong. Edit: rasanya juga asin banget, beh tidak direkomendasikan ya, mecin banyak. Orang **** juga tahu bisa dikomplain, bahkan tidak pakai asuransi pun bisa komplain. Cuma worth tidak sama waktu yang dihabiskan buat komplain? Penjual yang tidak bisa terima kritik tidak layak dapat bintang. Maaf ya, perbaikin lagi packingnya, ekspedisi manapun kalau packing keripik pakai plastik setengah kosong (tidak padat) ya ancur koclak-koclak dalam dus, mau pakai bubble juga mubazir",1
"Keren banget pelayanannya, cuma beli lilin saja servicenya bagus dan super cepat, pesan pagi eh siang sudah tiba!",3
"Pas datang kayak bau tape basi, tidak kayak yang sebelumnya pesan, kayaknya sudah rusak",0
"Produknya dipaketkan dengan rapi dan tidak ada cacat, direkomendasikan",3
"Sampai dengan selamat, mulus dan berfungsi sempurna. Seller mau sabar dikonsultasikan dan mengemas dengan aman. Direkomendasikan",3
"Satu minggu pesanan gagal pickup terus, penjual tidak ada reaksi sama sekali, setelah komplain ke Toped, langsung dikirim, (pesan tanggal 28 Mei sampai tanggal 7 Juni) ini tidak tahu siapa yang salah, penjual atau kurirnya, merekalah yang tahu, isinya banyak yang kurang bahkan ada yang hampir setengah botol. Mengecewakan sekali, padahal sudah orderan yang kesekian kali, kali ini ampun dah, ganti seller yang lain. Penjual tidak respon dengan jualannya",0
"Parah, barang rusak retak di komplain malah urusannya sangat ribet! Tidak akan beli lagi di sini",0
"Selangnya robek. Tasnya juga robek di sudut",1
"Ada satu yang salah dong pengirimannya, bagaimana kurang teliti",1
"Respon cepat, diproses dan dikirim langsung, dikemas dengan baik (rapi dan sangat aman), pengiriman sangat cepat, harga ekonomis (murah), pesanan lengkap sesuai, kualitas produk sangat baik (lentur dan melekat kuat), Trusted Seller, produk dan penjual sangat direkomendasikan, terima kasih",3
"Pelayanan ramah, gratis desain, pokoknya rekomendasi banget bikin cap di sini",3
"Salah kirim barang dan sudah dibantu bisa retur, namun setelah retur ternyata barang yang dikirim rusak (retak isi dalam eye shadow)-nya, ini menunggu untuk retur kembali, semoga dapat dibantu untuk bisa retur kembali",1
"Besi di salah satu sisi tidak bisa diatur panjang pendeknya karena sudah dol jadi alat tidak bisa digunakan, mengecewakan sekali",1
"Pembelian kesekian kalinya dan biasanya dikemas pakai kardus tapi yang dikirim cuma pakai bubble wrap dan pecah lagi. Ajukan barang rusak katanya bukan kesalahan toko tapi pas dicek masa patahannya/serpihannya kurang. Saya coba satuin tapi ada bagian yang memang tidak ada. Apa di pengiriman mereka buka bubble wrap terus diganti gitu?",0
"Ternyata bukan Hot Wheels asli, bahan plastik. Harap diberi keterangan bahwa barang tidak original",1
"Tampilan sih oke banget tapi bahan tipis banget, masa baru dipakai (pemakaian normal) dua minggu jahitannya sudah sobek sendiri",0
"Bau makanan tidak nyaman, dan rasa tidak enak",0
"Bolong-bolong ada minyak-minyaknya gitu, jelek",0
"Order yang dual glass dikirim yang mono, tidak jelas",0
"Kurang teliti, saya pesan hitam 1 dan merah 1 yang dikirim hitam semua",0
"Minta warna putih dikasih hijau, seller banyak alasan babibu",0
"Lilinnya kecil tidak sesuai gambar, padahal saya perlu angka 1 yang sesuai gambar, buat nemenin angka yang lainnya",1
"Sejujurnya! Barang rusak (tangkai patah) dikirim, saya salah juga pas buka tidak di video unboxing. But overall, sangat-sangat mengecewakan sih kualitas barang ini toko, padahal sudah dikasih notes waktu pemesanan, harap dicek dulu min barang sebelum dikirim. Kapok sih kalau saya",0
"Tidak dikasih adaptor gepengnya. Ketipu saya",0
"Penjual tidak respon banget, parah",0
"Saya membeli 20 item, dan yang saya terima hanya 10. Sudah komplain tidak bisa karena memang saya video ulang dikarenakan video pertama tidak kerekam",1
"Mantap, wanginya segar",3
"Enak sekali, bakal order lagi",3
"Pesan 3 datang 1",1
"Beli 2 datangnya malah 1, pas dibuka sudah exited banget jadi negative mood ternyata cuma 1",1
"Tanggal kedaluwarsanya kurang sebulan, pantas dijual seribu",0
"Pakai ekstra bubble sudah bayar ternyata saat dikirim tidak diberi bubble",0
"Suka banget sama strap maskernya, lucu + bagus banget, direkomendasikan banget, bakalan jadi langganan sih",3
"Lampunya terang! Pancaran cahaya lampu yang baik, seller cepat responnya, pengiriman cepat dan aman",3
"Saya menyesal pakai yang same day, rugi dikirimnya lama",1
"Ada noda kuning di jilbabnya, pendek, kaku!",0
"Beli 10 bungkus, ada 1 yang bahan plastik pembungkusnya beda, dan kebuka sobek",1
"Mantap, dikardusin satu-satu dan di bubble wrap lagi, murah lagi",3
"Kualitas tali jelek, maskernya cukup tipis dengan harga lumayan mahal, agak tidak worth it aja",1
"Barang tidak dikirim, Deli raja drama di ecom sini ataupun oranye. Jangan lagi beli di sini kalau mereka mengadakan promo. Saat komplain dan mau kekurangan barang dikirim pun tidak di-acc alasan stok kosong. Jadi dana dikembalikan sesuai harga promo. Kalau tidak niat bikin promo tolong tidak usah bikin, kalau nama Deli jelek kan Deli sendiri yang rugi. Bye, tidak akan beli Deli lagi",0
"Barang hanya dapat berfungsi beberapa hari terus mati tidak dapat signal, dan ketika barang diretur ternyata sama aja, mati lagi tidak ada signal",1
"Keripusnya juara, sudah 4 kali order, selalu tandas di mulutnya anak-anak, pokoknya top markotop",3
"Bagian saku kiri kemeja, nampak sobek, tidak dijahit, ada bolong, sehingga kami harus menjahit saku kemeja kiri ini. Semoga untuk pembeli berikutnya, cacat pada pakaian ini dapat diperbaiki atau tidak dijual kepada pembeli, jadi tidak mengulangi lagi kesalahan yang sama. Terima kasih atas waktu dan perhatiannya",1
"Tidak sesuai pesanan, barang yang kirim kurang, penjual asal packing saja tidak teliti",1
"Baru pakai sekali per-nya lepas-lepas terus ampas",0
"Sudah sering repeat order, mantap",3
"Judul & deskripsi misleading, bikin orang salah paham dan sudah keburu yang nyampe tidak sesuai pesanan. Ini belum pasti dapat right light ya, hati-hati kalau beli",1
"Beli obat dikirim dus kosong, maksudnya apaan nih mau tipu konsumen apa maksudnya",0
"Bagus banget, pengiriman cepat, seller ramah, top",3
"Sudah langganan beli mini gold di sini",3
"Beli tanggal 6 Agustus 2021, tapi tanggal 13 September sudah error di bagian driving wheels. Akhirnya di tanggal itu juga saya kirim T9-nya ke service centre di Tangerang. 9 hari kemudian, T9 kembali di tangan saya, tapi kemudian error lagi di tanggal 23 September. Kali ini error di bagian sensor di mana Deebot selalu bilang 'Ozmo Pro is being installed. Please move to the non-carpet area' padahal Ozmo Pro tidak sedang di-attach ke T9-nya. Dikarenakan hal ini, lampu pada Deebot akhirnya suka bergonta-ganti jadi biru putih biru putih. Dan semalaman itu voice report terus menerus bunyi seperti itu. Kalau disuruh bawa service lagi, maaf saja saya bakalan tidak mau berhubung ongkosnya yang sangat mahal. Jadi untuk sementara ya saya hanya bisa matikan voice report-nya dulu aja biar tidak terganggu. Secara keseluruhan, agak mengecewakan T9 ini. Dibandingkan T8 AIVI dan 950, T9 jauh tidak tahan banting. Baru pakai sebulan tapi sudah banyak sekali errornya. Benar-benar menyesal juga belinya. Maaf cuma bisa kasih bintang segini karena ketidakpuasan saya. Kalau memang mau consider beli robot, beli baik beli T8 series aja, lebih tahan banting soalnya",0
"Baru kali ini pesan di sini kecewa. Hasil print meleset dari desain. Seller dikasih masukan malah menyalahkan pembeli. Tidak bakal beli lagi",1
"Pesanan saya tidak sampai ke alamat! Saya mau uang saya kembali! Saya belum menerima pesanan saya",0
"Sabunnya setelah dipakai mint-nya terasa banget, enak sih habis mandi kayak dingin gitu",3
"Maaf barang berfungsi, tapi sayang kalau dipakai di TV beresolusi FHD gambar tetap pecah",1
"Yang direquest dengan yang dikirim beda warna, tanpa ada konfirmasi",1
"Seller kurang komunikatif, saya pesan warna biru, tapi dikirim warna pink, dan tanpa pemberitahuan sebelumnya. Karena saya beli untuk kado, jadi tidak untuk digunakan sendiri. Mohon kedepannya diperbaiki",1
"Keras sekali, sampai tangan sakit. Yang dijual paket bagus, yang dijual lepasnya beda sekali, menyesal beli banyak",1
"Untuk jar bahannya bagus, bahan-bahan yang lain lumayan. Namun untuk tutup jar pita tolong diperhatikan lubangnya terlalu besar, gampang ditarik sampai lepas, tapi terbalik dengan tutupnya stick yang kekecilan lobangnya, stick plastik tidak bisa masuk, akhirnya harus diganti tutup stick jadi tutup pita, tapi ya PR mengerjakannya karena sudah keiket kecil-kecil gitu kan. Maaf agak panjang review-nya, untuk yang lain bagus",1
"Bahannya jelek, harganya sudah mahal",0
"Mantap, respon cepat, pengiriman instan, direkomendasikan banget",3
"Memang rasanya kayak basi apa gimana? Kok gini amat kayak bau tong sampah",0
"Pelayanan tokonya buruk sekali",0
"Beli tanggal 9. Pesanan selesai tanggal 12 dan.... mouse rusak tanggal 13 tidak bisa komplain dari Toped lagi. Admin ditanyain bagaimana cara klaim garansi sangat tidak membantu, chat hari ini balas besok, sudah dibalas tidak dijawab-jawab lagi",0
"Produk sangat bagus untuk lantai marmer, dan parket. Lantai langsung bersih dan kinclong. Penggunaan juga hemat",3
"Sudah pernah beli ini sebelumnya dan sudah habis, jadi sekarang beli lagi, terima kasih kak",3
"Barang sesuai deskripsi, mukenanya tebal, tokonya sangat direkomendasikan",3
"Mantap",3
"Kan pesanannya warna yellow, yang dikirim gray sih hmm",1
"Sudah sering repeat order, mantap",3
"Tidak sesuai gambar, depan terlalu pendek",1
"Barang lecet, tidak bisa diganti karena saat unboxing tidak di video, pelajaran untuk yang mau beli di sini, kalau mau buka paketnya di videoin biar tidak kayak saya dapat raket lecet",1
"AIRO ini punya customer service yang super duper bagus, kapanpun saya punya pertanyaan, mereka selalu jawab dengan oke! Produknya pun bagus! Puas banget! Love AIRO",3
"Barangnya bagus, tebal, dapat best deal juga kemarin, mama suka aku pun suka",3
"Ulasan hanya untuk produk saja bukan untuk toko ya karena respon toko cukup baik. Produk ini kekurangannya adalah baterai yang tidak bagus. Pengiriman pertama baterai tidak dapat charging saya return, datang produk pengganti sempat saya pakai 2 harian setelah itu baterai keok dan tidak mau charge, tidak bisa dipakai lagi. Entah produk yang dikirim ke saya kebetulan yang cacat atau memang produk Gamesir T4 tidak bagus",1
"Bagus banget keyboardnya, packing sangat aman karena double kardus, warna juga keren",3
"Untuk produk untung datangnya bagus, untuk pengemasan buruk banget, bisa dibilang tidak layak, dan agak penyok kotaknya, kayak bekas pakai",1
"Lama sekali kirimnya",0
"Di luar ekspetasi banget, sambelnya tidak segar, agak bau, tidak ada pedas-pedasnya malah manis, packaging-nya sih bagus",1
"Produknya bagus dan sesuai dengan pesanan saya, seller mantul, terima kasih sukses selalu",3
"Saya beli 2, mohon maaf sebelumnya, sudah saya minta tolong untuk mencoba tes fisik dulu sebelum kirim, tidak tahu dicoba atau belum, tapi sepertinya tidak dicoba, alhasil ada 1 yang cacat, ujung-ujungnya pembeli harus return, itu hal yang merepotkan pembeli, maaf saya beri 2 bintang",1
"Bangke, sampai rumah mati semua, jangan beli di sini",1
"Jasa pengirimannya diganti tanpa konfirmasi, kurang memuaskan",0
"Sampulnya gompal-gompal, kayak barang reject",1
"Bohong, sama sekali tidak manjur",0
"Harga termurah, kualitas dan layanan teratas! Produk direkomendasikan dari penjual yang direkomendasikan!",3
"Kameranya jelek banget, di deskripsi katanya bisa walkie talkie ternyata tidak bisa, respon penjual sangat lambat, tidak dapat sim card malah diganti kaos kaki",0
"Mantap, pengiriman cepat sekali, langganan terus tiap bulan",3
"Mantul bosque",3
"Gagal produk, baut tidak pas dan tempat pengisian juga tidak pas dan tidak bisa dan boros pemakaiannya",1
"Selalu repurchase deh buat produk ini, selain untuk bulu mata, ini juga oke banget buat ngerapihin alis aku dan tentunya terlihat natural ya",3
"Jelek",0
"Bagus sekali topinya, nanti mau beli lagi ah",3
"Barang yang diterima dalam kondisi yang tidak diinginkan. Pecah di salah satu tuts-nya",1
"Kacau, beli lebih dari 1 lusin tidak dikardusin",0
"Tidak ada dalam box",1
"Amazing! Respon seller cepat, barang ori seperti di foto dan sesuai deskripsi, proses pengiriman kilat banget, terima kasih ya kak, sukses selalu",3
"Payah, pesan beda warna tapi malah datang satu warna, padahal sudah diberi keterangan",0
"Maaf bukan ingin menjelekan, tapi uang melayang barang tak sampai",1
"Kapok lah",0
"Pengiriman dibungkus plastik bening doang",0
"Repeat order yang entah keberapa, selalu puas, terima kasih banyak gan, sukses selalu ya",3
"Wah saya pakai same day, masa datangnya besoknya, sementara saya bayar jam 13.30, respon lama, rugi lah tahu gitu saya tidak usah pilih yang same day, maksud biar cepat malah jadi lama, tidak direkomendasikan banget",1
"Jamnya susah sinyal, mau pakai kartu apapun tetap lemah sinyal, jelek banget sudah dikomplain tidak ada penyelesaian yang memuaskan",0
"RGB mati dari awal datang, penjual tidak respon, barang tidak lulus QC sepertinya yang dijual, hati-hati kalau beli",1
"Packing baik, pengiriman cepat, sudah 3 kali belanja di toko ini dan selalu puas dengan pelayanannya, terima kasih ya",3
"Kotor cangkangnya semua dan tidak terima retur, hati",1
"Pohonnya masih segar, bonusnya juga banyak, terima kasih ya, sudah 2 kali beli di sini",3
"Salah kirim barang tidak sesuai diskripsi",1
"Bagus semuanya",3
"Barang penyok, tidak bisa diganti karena tidak unboxing record",1
"Sama sekali tidak bisa dipakai, asli menyesal",1
"Alas kandangnya oke banget, tebal dan bahannya bagus, pengemasan dan pengiriman juga cepat",3
"Tidak direkomendasikan buat tembok lama, tembok lembab, ganti warna beda dari warna asal, isi juga kurang dari label, dijamin tidak memuaskan! Harga tidak pernah nipu",1
"Lama sampainya",0
"Bagus sekali topinya, nanti mau beli lagi ah",3
"Reorder",3
"Secara keseluruhan memuaskan, layar bagus walau menurut saya IPS-nya tidak sebagus IPS TV, warna sudah bagus tidak oversaturated, brightness sangat terang, buat dipakai dalam gelap tetap silau biar brightness sudah 0. Layar bisa diputar, cuma di kaki saja gampang kedorong, refresh rate terbukti cepat, buat FPS sudah mantap. Kalau ada software-nya mungkin lebih bagus lagi, jadi setting tidak perlu lewat tombol di belakang. Dapat kabel display port, desain keren hampir bezelless, nice",3
"Respon cepat tapi sayang tidak sesuai harapan, ukuran S-nya besar, kantong kiri-kanan terlalu bawah, tanda pangkat di pundak sebelah kiri tidak simetris/miring, sebelah kanan posisi kancing tidak pas sehingga melengkung. Kesannya yang menjahit asal-asalan. Tidak rekomendasi",1
"Tidak ada tambahan bubble-nya yang ada banyak korannya",1
"AAAA bagus banget pengirimannya cepat dan aman juga packaging-nya, bisa nyala juga tadi sudah dicoba, beli dengan harga Rp0 senang banget",3
"Bukunya cepat rontok, lemnya tidak kuat",1
"Cantik sekali",3
"Ini kok tidak ada di stand hanger pesanan saya? Buat apa saya tambahin biaya",0
"Harga terjangkau, tetapi ada dua adaptor yang tidak bisa berfungsi tidak ada power sama sekali setelah dicek engineering saya juga sama sekali tidak bisa dibetulkan, please check properly before you sent the packages, and make sure all the item works",1
"Salah kirim produk, admin lama banget balesnya, proses retur tidak jelas",1
"Pelayanan toko sangat buruk, saya order laptop di sini, dan setelah barangnya sampai, laptopnya tidak mau menyala, habis itu saya berusaha minta solusi dari seller, awalnya seller masih mau respon seadanya (tidak menawarkan solusi dan sangat lamban) lalu karena mikir responnya lama banget, terpaksa saya ajukan komplain, tapi setelah dikomplain, seller tidak pernah jawab diskusi ataupun respon kendalanya, saya dicuekin selama 8 hari, sampai jangka waktu habis dan dana di refund, kalau ada yang baca ulasan saya, saya anjurkan untuk order di toko lain, jangan tergoda sama tittle official store, nyatanya pelayanan toko tidak lebih baik dari merchant biasa, harga juga tidak lebih murah",1
"Bagus, sesuai ekspektasi, direkomendasikan penjual ini",3
