text,label
mantap pokoknya.,3
"cakep banget dah, mau duduk saja di kursi ini sampai enggak mau berdiri lagi rasanya",3
bagusssss bangeeettttt ????????????,3
beli 2 datangnya 1 barang enggak sesuai foto ketajaman biasa yang jual goblok selamat makan uang haram,0
"ini expiry date nya 2020? kok dijual. sayangnya aku enggak ambil video unboxing nya. soalnya yaa.. enggak menyangka saja gitu. judul tokonya official' store.. dan waktu check barcode, enggak ada dong, enggak keluar itemnya, beda dengan produk satu lagi yang ke beli berbarengan.",1
menggunakan bahan alami. tidak memicu alergi. tanpa bahan pengawet. aman untuk bayi ??.,2
"yang dikirim rusak, ajukan komplain tapi enggak jelas",0
bagusssssssssssssssssss,3
"kualitas barang bagus, harga relatif murah, kiriman super cepat, response penjual baik, recommended seller, bintang 5, terima kasih yah, semoga sukses usaha-nya, amin ??????.",2
baru dipakai 6x charger indikator sudah enggak nyala. sudah enggak bisa dipake. bagaimana ini? sampai sekarang belum ada tindakan nyata pengurusan garansi 28/10,1
"pengiriman cepat, power banknya berfungsi baik, mudah 2 awet. mantap",2
"packaging kurang, bisa diperbaiki lagi karena parfum tumpah",1
"admin ditanya2 respon cepat dan ramah, barang cepat sampe,sampe dengan rapih.tata cara install lengkap dijelasin,sisanya dipandu.sangat sangat membantu dan baik adminnya,rekomended bgt. next pasti beli2 disini lg. puas banget",3
"barangnya sampai dengan selamat. bonus 2 pic. pengirimannya aman. capo plastik motif kayu, bantalannya karet. semoga awet",2
"kameranya jelek banget, di deskripsi katanya bisa walkie talkie ternyata enggak bs, response penjual sangat lambat, enggak dapat sim card malah di ganti kaos kaki",0
jelek sekali packingnya...hand body saya pada tumpah...,0
"barangnya enggak sesuai gambar, biasa aja, pantas hrg murah",1
"cakep.. benaran pas buat anak aku sesuai umur, next order lagee",3
produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar. produk sudah dites / dicoba dan dapat berfungsi baik.,2
"belinya 2 dikirim 1, kurang teliti dalam mengirim pesanan",1
"barang nya sampai dengan baik, tapi buku bukunya sangat mahal mungkin bisa di kurangi sedikit, saya suka banget dengan bukunya dan sepertinya saya aka beli buku lagi di sini terima kasih",3
"kurmanya bagus, dagingnya empuk dan tebal. mau coba pakai buat bikin kue. bakal langganan nih, semoga kualitas kurmanya bagus terus ya. terima kasih seller!",2
"produk berfungsi dengan baik, harga sesuai dan kualitas baik. packing rapi banget dan proses pengiriman juga cepat, seller sangat responsif dan ramah, pesanan juga sesuai tidak kurang sedikitpun, semoga awet terimakasih banyak",3
ok nih seal tutup nya juga kuat pas di pencet2 untuk keluarkan angin dari kantong enggak kebuka. harga murah pula.,2
trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,4
terima kasih gan. barang diterima aman dan berfungsi baik sesuai pesanan. kondisi aman semua lampu menyala. tambahan packing kardus dan bubble wrap ini sangat membantu.,2
rasanya kayak buav*ta. enggak worth itu,1
"barang lecet, tidak bisa diganti karena saat unboxing tidak di video, pelajaran untuk yang mau beli disini.. kalo mau buka paketnya di videoin biar enggak kayak saya dapat raket lecet",1
"respon lambat pengiriman lambat , toop kapok banget",1
"pengiriman cepat,packaging sangat aman.langsung dikasi member vip. thanks abbot. jika bisa harga dtoko cabang disamakan dengan pusat.",2
asli bagus banget,3
ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna.,4
"beli tanggal 6 agustus 2021, tapi tanggal 13 september sudah error di bagian driving wheels. akhirna ditanggal itu juga saya kirim t9 nya ke service centre di tangerang. 9 hari kemudian, t9 kembali di tgn sya, tapi kemudian error lagi di tanggal 23 september. kali ini error di bagian sensor dimana deebot selalu bilang ozmo pro is being installed. please move tapi the non carpet area padahal ozmo pro tidak sedang di attach ke t9 nya. dikarnakan hal ini, lampu pada deebot akhirna suka bergonta ganti jadi biru putih biru putih. dan semalaman itu voice report terus menerus bunyi seperti itu. kalau dsuru bawa service lg, maaf saja saya bakalan tidak mau berhubung ongkosna yang sangat mahal. jadi untuk sementara ya saya hanya bisa matikan voice reportna dulu saja biar enggak terganggu. overall, agak mengecewakan t9 ini. dibandingkan t8 aivi dan 950, t9 jauh tidak tahan banting. baru pakai sebulan tapi sudah banyak sekali errornya. benar-benar menyesal juga belinya~ maaap cuma bisa kasih bintang segene karena ktdkpuasan saya. kalo memang mau consider beli robot, beli baik beli t8 series aja. lebi tahan banting soale~",0
bahannya kurang kuat sehingga pada saat mau pasang ke quick mount malah patah mekanisme penguncinya,4
"mantap, barang cepat sampai dan murah",2
"kainnya enggak tipis, standar tebal batik biasa, adem , lembut, variant yang dikirim penjual , sesuai.",2
"chatt, hampir enggak ada respond",0
bagus bagus semua. warnanya menarik bikin anak senang lihat-lihat gambarnya.,3
"setelah 6 hari penantian, akhirnya tiba juga. barang sudah di cek, kondisi baterai aman, charger aman, all safe. terima kasih",2
baru dibuka ternyata robek.,1
"penguncinya kurang 1 baris cuma muat 2 baris saja baris setelah enggak ada penguncinya jadi enggak kepake yang 1 baris,,sisanya, kardus padahal utuh,, kayaknya kurang lengkap pas nyiapkan kadung klik tetima,, mohon lain kali di cek teliti sebelum kirim",1
"mantap, terima kasih seller. order kemarin sore, 24 jam sudah tiba ke daerah garut. barang sesuai deskripsi",2
"saya pesan yang gold tengah,tp yang datang putih,barang enggak sesuai,kecewa",4
chat enggak pernah di balas tidak recommend untuk beli,1
packingnya rapi banget dan wrapnya tebal. produk original. dikasih bonus air diffuser. thank you,3
pesan 3 datang 1,1
barang mantap,3
packing nya jelek. casing nya penyok...kualitas juga kurang...bbrp tidak pas ditempat nya,0
"mengirim barang enggak sesuai pesanan, ngeselinnn !!!!!!",0
pengiriman lama banget parah,0
"mantap bgt.....aroma rasa bukan sekedar isu...mantul dan mempesona,rasa pas di lidah dan irit di kantong,makasih gan.",3
trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,4
"modelnya keren, luarnya tebal, tapi dalemannya cukup tipis entah akan lama atau tidak bertahannya",2
"saya sarankan jangan transaksi sama toko ini, pesanan saya sampai saat ini belum dikirim... selalu bohong kalo ditanya...",1
"harga bersaing, barang sesuai pesanan. saya menambah extra packing kardus dan bubble wrap supaya barang aman dan benar sampai dengan selamat alhamdulillaah.. saya sengaja beli dengan tujuan untuk mungut sampah puntung rokok dan saya tanyakan ke seller apakah bisa, kemudian seller menjawab bisa. setelah sampai saya tes dan berhasil bisa untuk mungut sampah puntung rokok. memakainya mudah, hanya saja lumayan juga ya ternyata beratnya kalo sudah lama megangnya pegel juga hehe.. anyways, terima kasih ya seller",3
tidak ada outer box & fastener. padahal sudah di note untuk dipastikan ke-5 komponen lengkap. barang sudah banyak goresan & segel kertas sobek. padahal rencana mau pesan banyak buat souvenir.,4
"full hd dan 2k hasil video nya masih noisy enggak begitu jelas pun, ada harga ada rupa, overall masih acceptable di range harga ini.",2
kendaraan menjadi kinclong kembali! mantap!. kendaraan menjadi kinclong kembali! mantap!. senang banget ada home servicenya!. senang banget bisa di pasangin di bengkelnya.,3
pelayanan sangat memuaskan dan memberikan yang terbaik . penjual sangat responsif untuk menjelaskan kalau di tanyakan,2
"estimasi proses pesanan 2-3 hari? bung ini online platform. kalo enggak siap cepat menuhin customer secara online, jualan offline aja. customer beli online buat dipakai segera dan kalau ada delay/proses apalah itu, ditulis di deskripsi produk. ini customer bertanya dulu baru diinfo. proses pemesanan 2-3 hari itu juga enggak ada efeknya ke kemasan. cuma dibungkus bubble wrap tipissss. enggak terbayang kalo customer ada yang apes barangnya dilempar2 jadi hancur isinya. dan jangan pernah janjiin ke customer barang akan dipickup/antar saat weekend. karena kalian saja libur sabtu&minggu.",1
ini kok enggak ada di stand hanger pesanan saya? buat apa saya tambahkan biaya,0
enggak ada tambahan bublenya yang ada banyak koran nya.,1
"bagaimana bisa miring begitu? plus sudah di wanti2 alamat kirim kantor tutup jam 5 terus libur akhir tahun. sudah ditanya sudah konfirmasi katanya bisa sebelum jam 5 sampai pakai sameday. ini sampai nya jam 8 malem, gue menunggu di warung kopi depan kantor yang sudah gelap. tolonglah kalo sudah di notice begitu pilih sameday grab/gojek jangan pakai anteraja yang transit sana transit sini. kalo memang enggak bisa enggak usah diiyakan pas bertanya jam 5 sampai apa enggak. kecewa",1
barang enggak sesuai..order warna hitam polos yang datang malah motif,1
selang nya bolong ada 2 titik. harusnya sebelum kirim di cek dulu.,1
packagingnya rapi dan aman. harganya ok dan bagus sesuai dekripsi.,2
sudah kesobek makanan kucing nya alot,1
"mantap, sesuai pesanan, pengantaran cepatproduk sesuai deskripsi??.",2
tidak suka dengan respon yang tidak bagus banget,0
bakal langganan packing amaannnnnnn ??,3
sangat kecewa...karrna keterngannya 400 lembar...,4
"bukunya original, bagus tidak ada cacat. sayangnya saja respon dari penjual lama sekali, bahkan tidak di respon.",4
"airnya segar dan tekanannya pas. foto sesuai barang. worth itu banget 60ribu, memang layak jadi no 1 terlaris",3
"barang sesuai , pengiriman cepat , terima kasih ??",2
"produknya ok sangat bermanfaat untuk mrnjaga dan merawat kebersihan anabul, sudah langganan beli .. terimakasih seller",2
barang telah sampai.. semoga awet.. terima kasih,2
"pengiriman cepat, harga murah. bahan sesuai harga",2
"recomended pelayanan memuaskan, respon & pengiriman cepat",3
sesuai order. modelnya bagus dan nyaman. cepat dan aman,2
mantapppp.build qualitynya josss pertahankan,3
"di chat meminta pengiriman instan, jawabanya menyanggupi, tapi setelah di bayar, enggak di kirim2. kalo overload kenapa nyanggupin. kacau nih bikin kapok.",0
"sudah 2 tahun berlangganan memakai cat sablon ini..hasil ajib,seller nya juga ajib",3
barang sangat jelek .. tipis.. kaku .. tidak elastis .. tidak sesuai dengan harganya .. saya sangat kecewa berat .. jangan sampai beli ini disini lagi ..,4
menggunakan bahan alami. aman buat kulit bayi. enggak lengket. enggak memicu alergi. melembabkan kulit bayi. tanpa bahan pengawet. packaging rapi. packaging aman ??. respon penjualnya top. proses pesanan cepat. penjualnya ramah bange,2
"proses cepat, pengiriman cepat, packaging sangat aman, barang terjamin tidak ada bocor...",2
talinya sudah putus kok dimasuki lagi ??,0
selangnya longar untuk pianika yamaha original. jadinya enggak bisa dipake.,4
"di chat meminta pengiriman instan, jawabanya menyanggupi, tapi setelah di bayar, enggak di kirim2. kalo overload kenapa nyanggupin. kacau nih bikin kapok.",0
"sangat amat kecewa beli baju dewasa yang dtng ukuran anak sd , moga berkah tuh duit",4
barang tidak dapat di operasikan .. sudah menghubungi customer service belum ada response,0
"kecewa sekali dengan kualitas botolnya, baru 2x semprot langsung copot seperti itu. terpaksa saya pindahkan isinya ke botol eceran. sayang sekali padahal wanginya enak.",4
tidak sesuai pesanan ...barang yang kirim kurang... penjual asal paking saja tidak teliti,1
"beli 2 beda warna, tapi sama sis nya dikirim warna yang sama. sudah terlanjur dipack sama sis nya, diganti ovo lho ke saya.. padahal saya terima 2 barang. tanggung jawab sekalii. celana sesuai deskripsi.",2
warna tidak sesuai yang diinfokan,4
"barang cacat, sablonnya tidak rapih, sudah luntur ketika diterima",4
bareng sudah di terima.pesan nya masing-masing 1 pcs.tapi yang dtng malah doraemon semya.padahal sudah di chat sebelumny.tlg sesuai orderan y..jawab adminny y.tapi dtngny malah lain,4
mantap surantap,3
bangkai yang ada...sdh pada mati semuanyaaa,1
"sayang banget analog kanan sama tombol arah enggak berfungsi,alangkah baiknya di tes dulu sebelum kirim",1
sebentar pakai sudah patah. aku pikir besi ternyata plastik,4
"barang sampai ada yang pecah, bekas di tambal..",1
cocok buat warm tone. hasilnya awet. cocok buat cool tone. cocok di kulit kering. cocok di kulit normal. cocok di kulit kombinasi.,2
"sangat amat kecewa beli baju dewasa yang dtng ukuran anak sd , moga berkah tuh duit",4
pia nya enggak dikirim,1
"bahan tebal, bagus, cepat sampai, terima kasih",2
"penjual ok, barang nya bagus, dan kurirnya pun juara. mantap deh. sukses terus ya kak",3
"setelah pakai masker nya kulit merasa alergi, sampai kemerahan lalu membengkak. saya bingung harus bagaimana",4
sudah kesobek makanan kucing nya alot,4
bagus banget,3
mesen apa yang datang apa enggak jelas nih toko periksa lah invoice nya kalo mau dikirm tuh barang bikin kecewa saja,4
"tripodnya, terasa sturdy cukup ringan, tapi tanpa manual. seller fast response,",2
order ke dua dan mantab,3
"mantap, recommended seller",3
"wanginya segeerr, nyaman buat baby saya kalo lagi bapil. packaging rapih, seller ramaah. thank you, sukses terus ya",3
"produk sangat biasa..jauh banget bedanya sama foto dengan realnya..pknya resleting biasa, bahan kasar.",1
barang mau dikirim pakai ekspedisi ke luar kota tapi tidak dibungkus plastik!!! background basah akhirnya tidak bisa dipakai sama sekali.,0
barang sudah sampai tapi tidak sesuai sample,1
"sudah pesan pakai dus, enggak ada dus nya. mending enggak sudah pakai dus deh",0
gampang penyok,4
desainnya mewah. warnanya cantik ??. ukuran sesuai. nyaman dipakai ?. produk sesuai dengan foto. produk original. packaging aman.,3
barangggggg okkkkk,2
barang mantapppp original robot. harga juga lumayannnn okeee,2
"respon cepat, pengiriman cepat, produk bagus. thanks!",2
"baru 2 hari pemakaian, kindle paperwhite nya rusak. penjual tidak mau di-return dan bantu klaim garansi. sedih bangettt... ????????",4
proses konfirmasi lama.. chat enggak di balas..,1
reoderrrrr,3
enggak dikasih adaptor gepeng nya. tertipu saya,0
hati-hati barang rusak di kirim,1
"barangnya ringkih, gampang patah. pengunci tidak paten. bahan kurang bagus. ya mungkin sesuai sama harganya, kelihatan kayak diskon padahal harga normal untuk kualitas segitu, ini yang buat enggak bintang 1 lah.",4
bocor rembes bagian atas . kalo dimiringin bisa habis,1
boros batre,4
produk original ??. bikin helm saya makin keren!. jadi tambah rapih.,3
toko ini bagaimana mau pakai 5 9 di kasih 99 sudah mau mati kali 99 juga benar jualan,1
socket ujung kendor tidak orisinal,1
pembelian yang ini saya kecewa karena lampunya enggak nyala juga cetekan yang 100 tidak buny,4
pesan putih yang sampai hitam. giliran saya mau balikin boleh sih ditukar sama yang putih tapi ongkir mereka enggak mau tanggung. sama juga boong. padahal jelas-jelas mereka bilang kesalahan memang pada mereka,0
meminta halus dikirim kasar....laen ngopi duli biar melek admin yang mengurusi orderan,0
"kacamata kotor, seperti bekas atau stok lama, banyak kotoran ramatnya",0
enggak bisa nyala.,4
"diluar expektasi saya,, benar benar ukuran super mini, tidak ada bedanya dengan box, kontener yang di pasar, yang 3, tingkt, cuma karena ada space, diatas ,itu saja kelebihanya, saya ukur lebarnya cuma sejengkal ,antar jempol ibu jari dan dan jari tengah ,,benar benar kecil.. dengan harg lumayan mahal..??????????????????",0
jelek banget .barang orderan enggak sampai tapi di keterangan nya sudah keterima.jgn order disini..order barang enggak sampe2.,1
bahannya beda dari orderan yang warna coklat dan baru di pakai sekali langsung robek,4
bahan agak panas dan warnanya enggak cocok,4
parah banget nih baju di cuci sekali langsung sablon nya ilangg rontok semua. . parah jelek kualitas nya,0
mantaaappp biasanya langganan,3
barang cacad. banyak dent. kabel usb & adapter enggak jalan.,0
kurang bagus..kurang pas sama fotonya,4
"bagus banget sisirnya, mudah-mudahan awet",3
"barang sesuai, bagus dan cepat sampai",2
mantap tajam. kualitas produk bagus. produk sesuai.,2
spray air tidak keluar embun,1
ternyata kainnya kasar bgt..dan.tidak.menyerap.keringat.,4
"barangnya bagus, praktis dan harganya murah. enggak salah pilih produk dari blueprint. original merk. respon penjual cepat dan ramah. rrcommended",3
"saya tulis dicatatan hitam dan putih tapi yang dikirim hitam semua, apa gunanya catatan? lagian ini kaos kaki anak sd enggak muat di kaki orang dewasa.",0
"kualitas chargeran jelek bangettt, baru tiga hari pakai sudah rusakk",0
puas barang cepat sampai dan sesuai yang di harapkan,2
"packaging kurang rapih, semua kemasan produk bolt sobek.. sehingga ketika unboxing, isi makanan berantakan",0
"produk sesuai deskripsi. pemasangan mudah, kualitas gambar bagus pakai aplikasi v380 pro",2
"packing tidak ada, sudah tau pengiriman jauh tapi tidak dilapisi pelindung. sisi2 sudut barang rusak",4
barang dibilang ready. enggak taunya enggak dikirim..maen refund aja.,0
warna yang dipilih kuning kenapa dikasih yang hijau?,0
barang bagus dan pengiriman cepat,2
"qc oh qc .. lensa dalamnya pecah katnya sudah cek qc, picking asal padahal sudah menambah buble wrap. perbaiki pelayanan..!",0
"beli 2 buah, tapi hanya dikirim 1 dan dengan enaknya mengomong pengembalian dana. be careful, jangan-jangan memang tokonya sengaja ??",0
"sorry banget nih, namanya review kan harus jujur ya,agak kecewa sama warnanya aja, pesannya mustard yang datang orange, kupikir salah kirim ternyata menurut penjualnya mustard kayak begitu warnanya, padahal kalo pun salah kirim saya enggak menuntut apa apa",4
"diterima dalam keadaan packing terbuka dan terlihat sudah pecah. komplain tapi harus kembaliin barang, malah ribet dan jadi repot sendiri.",0
barang enggak pernah sampe.. katanya dikirim menyusul tapi ditanya no resi enggak dikasih2..,1
keras enggak ada rasa,0
"anak saya dari lahir sampai sekarang setia pakai ini, suka sekali.",3
mengaco banget pesan mouse tapi enggak lengkap. enggak ada penutup batre sama bluetoothnya,0
"ikat pinggangnya sendiri sih baiklah. yang masalah kepala ikat pinggangnya. yang saya terima dibeberapa bagian cat mengelupas. hal lain, setelah dipake, susah dilepas, ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat. repot saat mau ganti pakaian.",4
"packaging enggak aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",1
koper penyok. dari awal sudah pengin menambah bubble/dus soalnya pengiriman luar jabodetabek. semoga jadi evaluasi seller.,1
"barangnya bagus bgt. kokoh, sisirnya juga enggak tajem, tombol kliknya juga praktis",3
mantaapp!????????,3
pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yang dikirim cuma barang hak sale! enggak jelas sale nya! nipu banget itu sale padahal official store,0
"tidak ada lapisan pelindung sama sekali, entah itu plastik ataupun wraping. dus yang diterima dalam keadaan penyok, ember banyak lecet. pengiriman sangat lama dari hari minggu sampai nya hari rabu, padahal masih sama jakarta. padahal beli nya di toko official resmi. lebih bagus beli di toko yang biasa. sebelumnya saya beli ditoko yang biasa buat hadiah 1 hari sampe, harga lebih murah packing bagus. ini toko resmi malah hancur, mana buat hadiah lagi. tutup saja tokonya...????????",0
barang tidak sesuai dengan warna. saya mesan hitam di kasih warna brown. pengiriman lama. tapi barang bagus,1
makasihhhhhhhhhhhhhhhhhhhhhhhhhh,3
"klik klaim hadiah 0 rupiah dari tokopedia tapi malah tidak di kirim sampai satu minggu. padahal stok masih ada sangat jelas masih tersedia di bar ijo. dicek sedang dikirim dan ada nomor resi, tapi tidak valid. entah yang salah di seller atau ekspedisi. mengecewakan pelanggan baru yang baru gabung di tokopedia. semoga kedepannya tidak terjadi lagi.",1
"respon cepat, barang original terbaik recomended packing baik. sukses selalu ya",3
"produk oke, sesuai dengan foto dan keterangan",2
"tidak ada tissue pembersih, atau alat bantuan lainnya untuk memasang. sangat kecewa",4
"nyaman dipakai ??. enak sih dipakai, kantong belakang membantu banget buat menyimpan hape.",2
barang sesuai deskripsi pengiriman cepat??????????????????????????????????????????????????????????????????????????????????????????,3
duanya lagi goib,0
selalu beli di official shop.. enggak pernah kecewa.. terima kasih seller,2
niat mau main di televisi tapi sama sekali enggak bisa tampil di tv... mau return kondisi begini susah kemana2.. jadi yasudahlah..,4
"3x pesan, sudah mints tolong dikirimkan dengan nota, dan di iyakan penjual, namun 3x pesan juga nota tidak di berikan",1
jelek banget!!!!,0
barang sudah diterima..bagus...dlm keadaan baik...warna juga sesuai dengan yang diinginkan..bungkusnya juga bagus...mantap..suka deh...makasih penjual..makasih tokopedia...,2
"seller komunikatif, pengerjaan cepat. sudah repeat order",3
"bagus barangnya,cepet nyampeknya ????",2
ikan bagus dan sehat. mantaaaaap,3
ukuran sesuai. nyaman dipakai sih kecil. bahannya berkualitas. proses pesanan cepat. empuk buat jalan. modelnya keren ??.,2
"pengirimannya lumayan cepat. warna cutternya sangat cantik dan ukurannya mungil, jadi bisa dibawa kemana aja. mantap banget",3
"tidak sesuai ekspektasi, suara mic tetap kecil enggak ada perubahan",1
pengiriman agak kurang cepat tidak sesuai dengan estimasi di toko tapi barangnya ok sesuai specs dan tidak mengecewakan,2
tidak menerawang. mudah dibentuk. warnanya cantik ??. pesanan cepat sampai. baru pertama belanja di toko ini tidak mengecewakan.,2
wanginya bikin enek dan pusing,4
pesan 2 yang di kirim cuman 1 sudah bayar ongkir 2 kg lagi rugi rugi kapok beli di sini,1
yang micro ini sering rusak coba di tingkatkn lagi kualitasnya,4
koper penyok. dari awal sudah pengin menambah bubble/dus soalnya pengiriman luar jabodetabek. semoga jadi evaluasi seller.,1
"pengiriman cepat, barang sesuai pesanan, dan terbungkus dengan rapi ???????? recomended",3
"maaf baru review skr, barang sesuai & langsung dipakai enggak ada masalah....seller nya cepat merespons nya, yang pasti remote nya keren & recomended banget..tks",3
ada yang baru 1x dipakai penyangga plastiknya sudah keluar dari keranjangnya (sobek jaringnya. sedangkan yang lain pun enggak sampai 1 minggu sudah keluar penyangganya. kualitasnya tolong di tingkatkan,1
l2 r2 trigger nya ampas macam ***,0
produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar. produk sudah dites / dicoba dan dapat berfungsi baik.,2
enggak sesuai gambar depan terlalu pendek,1
"warna tidak sesuai dengan gambar , daya serap nya buruk cendrung tidak menyerap air , parah kecewa saya , kualitasnya makin memburuk , tidak sama seperti pas awal order wood pellet disini",4
"ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik. produk ini kekurangannya adalah battery yang tidak bagus. pengiriman pertama battery tidak dapat charging saya return, datang product pengganti sempat saya pakai 2 harian setelah itu battery keok dan enggak mau charge. enggak bisa dipakai lagi. entah produk yang dikirim kesaya kebetulan yang cacat atau memang product gamesir tempat tidka bagus",1
"zooonk, produk ini tidak ada dalam paket yang saya order?? kecewa sama toko ini ??",4
imei terdaftar di kemenperin barangnya original ?? penjualnya ramahbanget barangnya mulus proses pesanan cepat berfungsi dengan baik packaging rapi ada garansi ibox,2
"pesanan sesuai warnanya, cuman bahannya tipis banget ya. kalau dipakai foto masih tembus bagian belakang. tapi kualitas menyesuaikan harga sih. ????????????????????",2
respon lambat,1
"kali ini kecewa, dapat yang sudah kadaluarsa padahal baru minum sehari besoknya sudah asem, enggak bisa diminum.. mohon di pastikan tanggal kadaluarsanya.. jujur kecewa banget",4
kurang puas sama dompetnya,4
"tidak direkomendasikan buat tembok lama,tembok lembab, ganti warna beda dari warna asal, isi juga kurang dari label, dijamin tidak memuaskan! harga enggak pernah nipu",1
saya sudah beli tapi gaak di sertakan . huh. bohong,0
"mantap hijabnyaaa, enaaaaaak dipakai, adeeeeem",3
psen yang mix dikirimnya warna orange,4
"belum dicoba, pengiriman lama",0
"paket mulus sampai di tujuan, toko juga sudah terpercaya. mantab??",3
"jangan mau beli disini.. kemasan nya jelek, barang sampai dalam keadaan pecah dan seller nya enggak mau tanggung jawab",1
"satu minggu pesanan gagal pickup terus, penjual tidak ada reaksi sama sekali, setelah komplain ke toped, langsung dikirim, (pesan tanggal 28 mei sampai tanggal 7 juni ini tidak tau siapa yang salah, penjual atau kurirnya, merekalah yang tau, isinya banyak yang kurang bahkan ada yang hampir setengah botol. mengecewakan sekali, padahal sudah orderan yang kesekian kali, kali ini ampun dah, ganti seller yang lain.??????????penjual tidak respon dengan jualannya!!!",0
"parah banget sih responnya, komplain barang kurang, disuruh via wa, sudah wa disuruh lagi lewat marketplace, ampun dah, sejelek ini pelayanan sekelas official unilever",0
"penipu ini penjual, nano apanya, basah, becek, sudah mahal, *********",0
"raknya letoy bgt. kalo naro sepatu lebih dari 6 pasang takut roboh. mengira kuat, ternyata letoy banget",1
saran saja kepada pihak penjual untuk cek terlebih dahulu barang yang mau dikirim jangan barang yang enggak sesuai dikirim...makan waktu saja..,1
"orang nnya responnya jutek bgt,, biasa saja kali, saya cuma bertanya enggak mengajak debat,, sombong banget penjual kayak bgini...",0
"barang tidak sesuai gambar,mengecewakan",4
"mantappp, responnya juga memuaskan. sudah dicoba dan dipasang presisi dan nyaman. cas juga responsif",2
"jelek, yang pasti jauh dari ori. mousepad jadi enggak bisa dipakai kalo di charger, jadi getar parah. barang enggak sesui foto, kayak barang lapak sebelah yang harga 80rban. padahal sebelumnya pernah beli disini dan bagus,persis seperti foto yang ada indikator di ujung charger. makanya order disini lagi walaupun sedikit mahal ternyata barangnya tidak sama dengan order sebelumnya",4
suka banget kakaknya ramahh banget dan responsif jugaaaa!!!! thank uuu,3
barang yang dikirimkan tidak dapat berfungsi dengan baik. karena 6lonjor pipa pendek sehingga tidak dapat dipasang. baut juga tidak lengkap,1
jujur kecewa karena yang di kirim bukam choco brown tapi yang di kirim malah sunny gold,4
pengiriman lama. cuma penjualnya responsif. belum bisa kasih bintang 5,2
terima kasih banyak produk bagus selalu,2
"pengiriman cepat tapi enggak tajam sama skali, bahkan untuk ranting kecil sekalipun butuh tenaga lumayan saat digunting.",4
"berfungsi dngn baik,, playanan toko ini sangat bagus, saya saran kan belanja ditoko ini,, enggak bikin kecewa pelanggan, best of the best lah toko ini,,",3
"pelayanan ramah, design maksimal, hasil sesuai harapan. recommended..",3
"wo thanks banget untuk kartunya, sangat amat menolong sekali buat backpackeran dikorea",2
"cs ramah dan fast response, produk baik dan lancar digunakan di korea",2
barang sesuai deskripsi pengiriman cepat??????????????????????????????????????????????????????????????????????????????????????????,3
barangnya bagus sesuai deskripsi ????????????,2
"barang lama dkirimnya,beli 2 tapi 1nya rusak",0
"bagus kuteknya dan pengiriman ,respon penjual okey ,nyesel pesan 1 next time order lagi thx",3
luntur terus meski sudah beberapa kali di cuci,4
"mouse kurang bagus , pointer nya gerak gerak sendiri .",4
barang sampai cepeeet banget terima kasih top banget ??????????,3
kesekian kalinya pesan ini produk..sangat bagus untuk membantu proses diet..dan pengiriman sangat cepat.,2
sama sekali enggak bisa dpake asli menyesal,1
spray air tidak keluar embun,1
"mantap, sesuai, cepat sampai, kualitas cakep juga",2
"kualitas suara bagus, kualitas built juga bagus, dan kualitas battey ok banget. cuma kekurangannya 1, dia enggak ada mic spertinya... karena device saya tidak detek mic, jadi kalo dipakai telponan harus tetap pakai mic internal dari device. tapi enak buat sekedar dengar musik, menonton dan main game",2
"hadiah tempat minum lipatnya mana? qoq tidak ada!!! ???????????????????????????????????????????????????? memang ada tulisan: selama persediaan masih ada, tapi kalau hadiahnya sudah tidak ada jangan ditampilkan lagi! itu namanya pembohongan. sudah harganya tidak sesuai!!! hadiahnya tidak ada lagi!!!",0
konsumen enggak dianggap... attitude merupakan hal pokok dan semestinya tetap dinomorsatukan.,0
gan... kok pas nya baru kok sudah mati2 sendiri tiba- tiba. tombol hijaunya tiba-tiba merah terus mati,1
pengiriman lambat polllllll!!! enggak pantas jadi official store.,0
packingnya jelek. barang sampai sudah rusak,0
barang sesuai harga,2
pengiriman barang cepat dan kualitas mantap sesuai dengan harga .,2
ah apaan enggak ngaruh apa-apa yang ada bikin iritasi!!! gatal gatal merah jadinya,0
lumayan lah untuk harga segini,2
barangnya tidak ada di kemasan,0
"beberapa hari yang lalu saya pesan 4 pcs bolt salmon tapi hanya dikirim 1 bolt salmon dan 3 nya tuna. harga beda 600 rupiahan sih tapi bukan masalah beda 600 rupiahnya cuma lebih ke kewajiban memberikan barang sesuai dengan yang dibeli konsumen saja biar konsumen enggak rugi. janji bakal dikirim salmon dipesanan kali ini tapi tetap dikirim tuna, kalo barang kosong seharusnya konfirmasi bukan asal kirim aja. ok terima kasih deh ka.. semoga konsumen lain enggak mengalami seperti ini.",1
"mantabbbb, barang bagus dan berkuslitass.. topp dahhh",3
"bagus bgtt, modelny kecil, wrnnya bagus. sedotannya kuat",3
barang belum diterima,4
